,competition,date,match,team,pos,pos_role,player,match_id,original_rating
711,World Cup 2018,2018-06-16,"Peru - Denmark, 0 - 1",Peru,MF,AML,Anderson Santamaría Bardales,7532,5.505
714,World Cup 2018,2018-06-16,"Peru - Denmark, 0 - 1",Peru,MF,AMR,André Martín Carrillo Díaz,7532,6.0175
717,World Cup 2018,2018-06-16,"Peru - Denmark, 0 - 1",Peru,MF,DMC,Renato Fabrizio Tapia Cortijo,7532,5.46
719,World Cup 2018,2018-06-16,"Peru - Denmark, 0 - 1",Peru,MF,DMC,Víctor Yoshimar Yotún Flores,7532,5.885
722,World Cup 2018,2018-06-16,"Peru - Denmark, 0 - 1",Peru,Sub,Sub,José Paolo Guerrero Gonzáles,7532,6.31
725,World Cup 2018,2018-06-16,"Peru - Denmark, 0 - 1",Peru,Sub,Sub,Pedro Jesús Aquino Sánchez,7532,6.17
728,World Cup 2018,2018-06-16,"Peru - Denmark, 0 - 1",Peru,Sub,Sub,Raúl Mario Ruidíaz Misitich,7532,6.05
729,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,DF,DC,João Miranda de Souza Filho,7533,5.6825
734,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,DF,DC,Thiago Emiliano da Silva,7533,5.6325
739,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,DF,DL,Marcos Aoás Corrêa,7533,5.952500000000001
743,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,DF,DR,Danilo Luiz da Silva,7533,5.595
744,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,FW,FW,Gabriel Fernando de Jesus,7533,5.825
749,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,FW,FWL,Neymar da Silva Santos Junior,7533,6.5925
754,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,FW,FWR,Willian Borges da Silva,7533,5.5275
759,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,GK,GK,Alisson Ramsés Becker,7533,5.8525
764,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,MF,MC,Carlos Henrique Casimiro,7533,5.8475
768,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,MF,MC,Philippe Coutinho Correia,7533,5.390000000000001
773,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,MF,MC,Philippe Coutinho Correia,7533,5.9399999999999995
778,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,Sub,Sub,Fernando Luiz Rosa,7533,5.353333333333333
783,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,Sub,Sub,Renato Soares de Oliveira Augusto,7533,6.255
786,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Brazil,Sub,Sub,Roberto Firmino Barbosa de Oliveira,7533,5.9399999999999995
790,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,DF,DC,Fabian Lukas Schär,7533,6.1025
793,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,DF,DC,Manuel Obafemi Akanji,7533,5.72
797,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,DF,DL,Ricardo Iván Rodríguez Araya,7533,5.77
801,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,DF,DR,Stephan Lichtsteiner,7533,5.452500000000001
804,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,FW,FW,Haris Seferović,7533,5.83
807,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,GK,GK,Yann Sommer,7533,5.57
811,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,MF,AMC,Blerim Džemaili,7533,5.605
815,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,MF,AML,Steven Zuber,7533,6.0675
818,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,MF,AMR,Xherdan Shaqiri,7533,6.6
822,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,MF,DMC,Granit Xhaka,7533,5.5125
826,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,MF,DMC,Valon Behrami,7533,5.9075
830,World Cup 2018,2018-06-17,"Brazil - Switzerland, 1 - 1",Switzerland,Sub,Sub,Denis Lemi Zakaria Lako Lado,7533,5.99
832,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,DF,DC,Giancarlo González Castro,7535,5.984999999999999
835,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,DF,DC,Johnny Acosta Zamora,7535,5.705
838,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,DF,DC,Óscar Esau Duarte Gaitán,7535,5.9975
840,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,FW,FW,Marcos Danilo Ureña Porras,7535,5.8675
842,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,GK,GK,Keylor Navas Gamboa,7535,5.555
845,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,MF,AMC,Bryan Ruiz González,7535,5.8325
848,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,MF,AMC,Johan Alberto Venegas Ulloa,7535,5.805
850,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,MF,DML,Francisco Javier Calvo Quesada,7535,5.9475
852,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,MF,DMR,Cristian Gamboa Luna,7535,6.1475
855,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,MF,MC,Celso Borges Mora,7535,6.15
858,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,MF,MC,David Alberto Guzmán Pérez,7535,5.615
861,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,Sub,Sub,Christian Bolaños Navarro,7535,5.626666666666666
863,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Costa Rica,Sub,Sub,Joel Nathaniel Campbell Samuels,7535,6.1850000000000005
865,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,DF,DC,Duško Tošić,7535,5.895
867,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,DF,DC,Nikola Milenković,7535,6.275
870,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,DF,DL,Aleksandar Kolarov,7535,6.4825
873,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,DF,DR,Branislav Ivanović,7535,6.3325
875,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,FW,FW,Aleksandar Mitrović,7535,5.99
878,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,GK,GK,Vladimir Stojković,7535,6.1475
881,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,MF,AMC,Sergej Milinković-Savić,7535,6.475
884,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,MF,AML,Adem Ljajić,7535,6.1875
887,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,MF,AMR,Dušan Tadić,7535,5.68
890,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,MF,DMC,Luka Milivojević,7535,5.905
892,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,MF,DMC,Nemanja Matić,7535,6.365
895,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,Sub,Sub,Aleksandar Prijović,7535,6.0
896,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,Sub,Sub,Antonio Rukavina,7535,6.08
898,World Cup 2018,2018-06-17,"Costa Rica - Serbia, 0 - 1",Serbia,Sub,Sub,Filip Kostić,7535,6.495
901,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,DF,DC,Jérôme Boateng,7534,6.3225
903,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,DF,DC,Mats Hummels,7534,6.105
905,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,DF,DL,Marvin Plattenhardt,7534,5.7425
906,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,DF,DR,Joshua Kimmich,7534,6.6175
909,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,FW,FW,Timo Werner,7534,5.5175
912,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,GK,GK,Manuel Neuer,7534,5.6125
915,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,MF,AMC,Mesut Özil,7534,5.695
917,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,MF,AML,Julian Draxler,7534,6.28
919,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,MF,AMR,Thomas Müller,7534,6.1625
922,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,MF,DMC,Sami Khedira,7534,5.5825
924,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,MF,DMC,Toni Kroos,7534,6.2875
927,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,Sub,Sub,Julian Brandt,7534,6.234999999999999
929,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,Sub,Sub,Marco Reus,7534,5.023333333333333
932,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Germany,Sub,Sub,Mario Gómez García,7534,6.15
934,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,DF,DC,Héctor Alfredo Moreno Herrera,7534,5.9825
937,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,DF,DC,Hugo Ayala Castro,7534,5.88
939,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,DF,DL,Jesús Daniel Gallardo Vasconcelos,7534,6.66
943,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,DF,DR,Carlos Joel Salcedo Hernández,7534,6.195
947,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,FW,FW,Hirving Rodrigo Lozano Bahena,7534,6.4025
951,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,GK,GK,Francisco Guillermo Ochoa Magaña,7534,6.7125
955,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,MF,AMC,Carlos Alberto Vela Garrido,7534,6.2425
959,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,MF,AML,Hirving Rodrigo Lozano Bahena,7534,6.6075
963,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,MF,AMR,Miguel Arturo Layún Prado,7534,6.4825
967,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,MF,DMC,José Andrés Guardado Hernández,7534,6.35
971,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,MF,DMC,Héctor Alfredo Moreno Herrera,7534,6.5225
975,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,Sub,Sub,Giovani dos Santos Ramírez,7534,5.3500000000000005
979,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,Sub,Sub,Rafael Márquez Álvarez,7534,6.16
982,World Cup 2018,2018-06-17,"Germany - Mexico, 0 - 1",Mexico,Sub,Sub,Raúl Alonso Jiménez Rodríguez,7534,6.09
984,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,DF,DC,Anga Dedryck Boyata,7536,6.0024999999999995
987,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,DF,DC,Jan Vertonghen,7536,6.3625
993,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,DF,DC,Toby Alderweireld,7536,5.9399999999999995
999,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,FW,FW,Romelu Lukaku Menama,7536,6.7575
1005,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,GK,GK,Thibaut Courtois,7536,5.9825
1012,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,MF,AMC,Dries Mertens,7536,6.5725
1018,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,MF,DML,Yannick Ferreira Carrasco,7536,6.3525
1022,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,MF,DMR,Thomas Meunier,7536,5.9475
1027,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,MF,MC,Axel Witsel,7536,6.225
1033,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,MF,MC,Kevin De Bruyne,7536,6.0649999999999995
1039,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,Sub,Sub,Mousa Sidi Yaya Dembélé,7536,5.640000000000001
1043,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,Sub,Sub,Nacer Chadli,7536,6.03
1049,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Belgium,Sub,Sub,Thorgan Hazard,7536,6.31
1051,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,DF,DC,Fidel Escobar Mendieta,7536,5.85
1054,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,DF,DC,Román Aureliano Torres Morcillo,7536,5.8100000000000005
1057,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,DF,DL,Erick Javier Davis Grajales,7536,5.805
1059,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,DF,DR,Michael Amir Murillo Bermudez,7536,5.5925
1061,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,FW,FW,Blas Antonio Miguel Pérez Ortega,7536,6.0625
1063,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,GK,GK,Jaime Manuel Penedo Cano,7536,5.79
1066,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,MF,DMC,Gabriel Enrique Gómez Girón,7536,5.94
1069,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,MF,MC,Aníbal Cesis Godoy,7536,5.8225
1072,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,MF,MC,Armando Enrique Cooper Whitaker,7536,6.0675
1074,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,MF,ML,José Luis Rodríguez Francis,7536,5.7225
1077,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,MF,MR,Edgar Yoel Bárcenas Herrera,7536,5.7575
1080,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,Sub,Sub,Gabriel Arturo Torres Tejada,7536,4.66
1082,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,Sub,Sub,Ismael Díaz De León,7536,5.385
1083,World Cup 2018,2018-06-18,"Belgium - Panama, 3 - 0",Panama,Sub,Sub,Luis Carlos Tejada Hansell,7536,6.025
1085,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,DF,DC,Hyun-Soo Jang,7538,6.015
1088,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,DF,DL,Joo-Ho Park,7538,6.343333333333334
1089,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,DF,DR,Yong Lee,7538,6.0475
1092,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,FW,FW,Shin-Wook Kim,7538,5.47
1093,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,FW,FWL,Heung-Min Son,7538,5.8100000000000005
1096,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,FW,FWR,Hee-Chan Hwang,7538,5.8875
1098,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,GK,GK,Hyeon-Woo Jo,7538,6.035
1101,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,MF,MC,Ja-Cheol Koo,7538,5.715
1103,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,MF,MC,Jae-Sung Lee,7538,5.7475000000000005
1106,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,MF,MC,Sung-Yeung Ki,7538,6.6125
1108,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,Sub,Sub,Woo-Young Jung,7538,6.17
1109,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,Sub,Sub,Min-Woo Kim,7538,4.93
1111,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",South Korea,Sub,Sub,Seung-Woo Lee,7538,5.95
1113,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,DF,DC,Andreas Granqvist,7538,6.630000000000001
1118,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,DF,DC,Pontus Jansson,7538,6.2325
1120,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,DF,DL,Ludwig Augustinsson,7538,5.6975
1125,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,DF,DR,Mikael Lustig,7538,6.2675
1129,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,FW,FW,Marcus Berg,7538,6.1175
1134,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,FW,FW,Ola Toivonen,7538,6.205
1139,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,GK,GK,Robin Olsen,7538,5.71
1144,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,MF,MC,Albin Ekdal,7538,6.255
1149,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,MF,MC,Sebastian Larsson,7538,5.8875
1153,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,MF,ML,Emil Peter Forsberg,7538,6.075
1158,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,MF,MR,Viktor Claesson,7538,6.17
1163,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,Sub,Sub,Gustav Svensson,7538,6.09
1166,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,Sub,Sub,Isaac Kiese Thelin,7538,6.085
1169,World Cup 2018,2018-06-18,"Sweden - South Korea, 1 - 0",Sweden,Sub,Sub,Oscar Hiljemark,7538,6.025
1170,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,DF,DC,Harry Maguire,7537,6.78
1177,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,DF,DC,John Stones,7537,6.04
1184,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,DF,DC,Kyle Walker,7537,5.7425
1189,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,FW,FW,Harry Kane,7537,6.4375
1195,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,FW,FW,Raheem Sterling,7537,6.0075
1201,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,GK,GK,Jordan Pickford,7537,5.5425
1208,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,MF,DMC,Jordan Brian Henderson,7537,5.9275
1213,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,MF,MC,Bamidele Alli,7537,5.95
1218,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,MF,MC,Jesse Lingard,7537,6.355
1224,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,MF,ML,Ashley Young,7537,5.8675
1229,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,MF,MR,Kieran Trippier,7537,7.3125
1235,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,Sub,Sub,Marcus Rashford,7537,6.165
1241,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",England,Sub,Sub,Ruben Loftus-Cheek,7537,6.1850000000000005
1245,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",Tunisia,DF,DC,Yassine Meriah,7537,5.6850000000000005
1248,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",Tunisia,DF,DL,Ali Maâloul,7537,5.4775
1250,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",Tunisia,DF,DR,Dylan Daniel Mahmoud Bronn,7537,6.3075
1252,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",Tunisia,FW,FW,Wahbi Khazri,7537,5.9375
1255,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",Tunisia,GK,GK,Mouez Hassen,7537,6.843333333333334
1256,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",Tunisia,MF,DMC,Ellyes Joris Skhiri,7537,5.8675
1259,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",Tunisia,MF,MC,Anice Badri,7537,5.9475
1262,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",Tunisia,MF,MC,Ferjani Sassi,7537,5.97
1265,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",Tunisia,MF,ML,Naïm Sliti,7537,5.9
1268,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",Tunisia,Sub,Sub,Farouk Ben Mustapha,7537,5.483333333333333
1270,World Cup 2018,2018-06-18,"Tunisia - England, 1 - 2",Tunisia,Sub,Sub,Mohamed Amine Ben Amor,7537,6.04
1271,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,DF,DC,Davinson Sánchez Mina,7541,5.14
1275,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,DF,DC,Oscar Fabián Murillo Murillo,7541,6.0425
1276,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,DF,DL,Johan Andrés Mojica Palacio,7541,5.49
1280,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,DF,DR,Santiago Arias Naranjo,7541,5.705
1284,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,FW,FW,Radamel Falcao García Zárate,7541,5.44
1288,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,GK,GK,David Ospina Ramírez,7541,5.4275
1292,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,MF,AMC,Juan Fernando Quintero Paniagua,7541,5.805
1296,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,MF,AML,José Heriberto Izquierdo Mena,7541,5.39
1297,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,MF,AMR,Juan Guillermo Cuadrado Bello,7541,5.075
1301,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,MF,DMC,Carlos Alberto Sánchez Moreno,7541,4.18
1304,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,MF,DMC,Jefferson Andrés Lerma Solís,7541,5.65
1308,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,Sub,Sub,Carlos Arturo Bacca Ahumada,7541,5.505
1311,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,Sub,Sub,James David Rodríguez Rubio,7541,4.613333333333333
1314,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Colombia,Sub,Sub,Wílmar Enrique Barrios Terán,7541,4.996666666666667
1317,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,DF,DC,Gen Shōji,7541,6.385
1320,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,DF,DC,Maya Yoshida,7541,5.9425
1324,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,DF,DL,Yuto Nagatomo,7541,5.8125
1328,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,DF,DR,Hiroki Sakai,7541,5.7775
1332,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,FW,FW,Yuto Nagatomo,7541,6.65
1336,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,GK,GK,Eiji Kawashima,7541,5.84
1340,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,MF,AMC,Shinji Kagawa,7541,5.84
1343,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,MF,AML,Takashi Inui,7541,5.6225000000000005
1347,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,MF,AMR,Genki Haraguchi,7541,5.7125
1350,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,MF,DMC,Gaku Shibasaki,7541,6.145
1354,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,MF,DMC,Makoto Hasebe,7541,5.545
1358,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,Sub,Sub,Hotaru Yamaguchi,7541,5.98
1361,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,Sub,Sub,Keisuke Honda,7541,7.3
1364,World Cup 2018,2018-06-19,"Colombia - Japan, 1 - 2",Japan,Sub,Sub,Shinji Okazaki,7541,6.01
1367,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,DF,DC,Michał Pazdan,7539,5.995
1369,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,DF,DC,Thiago Rangel Cionek,7539,5.625
1370,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,DF,DL,Maciej Rybus,7539,5.9
1372,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,DF,DR,Łukasz Piszczek,7539,5.8075
1374,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,FW,FW,Robert Lewandowski,7539,5.475
1377,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,GK,GK,Wojciech Szczęsny,7539,4.4575
1379,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,MF,AMC,Arkadiusz Milik,7539,5.625
1380,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,MF,AML,Kamil Grosicki,7539,5.717499999999999
1383,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,MF,AMR,Jakub Błaszczykowski,7539,5.635
1384,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,MF,DMC,Grzegorz Krychowiak,7539,5.9675
1387,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,MF,DMC,Piotr Zieliński,7539,5.7675
1390,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,Sub,Sub,Bartosz Bereszyński,7539,6.109999999999999
1393,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,Sub,Sub,Dawid Kownacki,7539,5.654999999999999
1395,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Poland,Sub,Sub,Jan Bednarek,7539,5.413333333333334
1398,World Cup 2018,2018-06-19,"Poland - Senegal, 1 - 2",Senegal,DF,DC,Kalidou Koulibaly,7539,5.5725
